date,Power_kW,RF_pred
2019-01-15 06:00:00,110.193,109.31925498941426
2019-01-15 07:00:00,152.996,157.88208039746556
2019-01-15 08:00:00,207.307,192.15968656883172
2019-01-15 09:00:00,233.902,251.17803617409282
2019-01-15 10:00:00,272.68,270.83835619084516
2019-01-15 11:00:00,350.217,287.98473706398124
2019-01-15 12:00:00,292.871,352.0289376249438
2019-01-15 13:00:00,317.3,290.0048519705648
2019-01-15 14:00:00,305.501,328.0419153409636
2019-01-15 15:00:00,310.32,315.2128615649778
2019-01-15 16:00:00,284.119,304.2230609250821
2019-01-15 17:00:00,277.714,258.2862547116317
2019-01-15 18:00:00,236.498,228.07804030422324
2019-01-15 19:00:00,180.431,187.1769779991716
2019-01-15 20:00:00,156.235,145.6291497581426
2019-01-15 21:00:00,126.025,119.19406552818225
2019-01-15 22:00:00,108.66,110.77509066258136
2019-01-15 23:00:00,107.575,106.93976922093879
2019-01-16 00:00:00,102.212,107.22588097236532
2019-01-16 01:00:00,102.703,101.39933659578759
2019-01-16 02:00:00,105.681,101.47689005666047
2019-01-16 03:00:00,103.274,104.91063437299144
2019-01-16 04:00:00,104.021,102.12219416431397
2019-01-16 05:00:00,98.444,104.6509524835278
2019-01-16 06:00:00,110.159,106.19379893087955
2019-01-16 07:00:00,157.657,194.3331930335335
2019-01-16 08:00:00,194.484,195.64531072775728
2019-01-16 09:00:00,240.381,254.03840805549441
2019-01-16 10:00:00,272.324,275.8746387598986
2019-01-16 11:00:00,341.5,288.5530822642011
2019-01-16 12:00:00,300.783,339.78052769733216
2019-01-16 13:00:00,325.672,307.25478513789295
2019-01-16 14:00:00,295.274,328.295360908304
2019-01-16 15:00:00,306.245,304.229145150575
2019-01-16 16:00:00,291.019,301.64392043288814
2019-01-16 17:00:00,276.015,258.2481920369893
2019-01-16 18:00:00,232.051,227.17230339532216
2019-01-16 19:00:00,186.078,187.5411241149195
2019-01-16 20:00:00,159.965,148.77809685773997
2019-01-16 21:00:00,123.84,122.98026660420287
2019-01-16 22:00:00,114.594,111.2350058173501
2019-01-16 23:00:00,112.045,110.83475533463422
2019-01-17 00:00:00,112.712,109.33867939572781
2019-01-17 01:00:00,108.276,109.07833399871443
2019-01-17 02:00:00,107.548,105.84503944297272
2019-01-17 03:00:00,110.592,106.73501620817997
2019-01-17 04:00:00,107.207,107.80979802883991
2019-01-17 05:00:00,106.034,108.70799418125563
2019-01-17 06:00:00,115.357,110.38483329835161
2019-01-17 07:00:00,157.098,162.37619325215087
2019-01-17 08:00:00,202.047,219.67025169416104
2019-01-17 09:00:00,238.721,241.70303422007342
2019-01-17 10:00:00,269.526,273.99782960815463
2019-01-17 11:00:00,346.606,289.38630201644486
2019-01-17 12:00:00,285.645,350.36804573917595
2019-01-17 13:00:00,303.504,283.75495586684866
2019-01-17 14:00:00,301.837,317.5849309684456
2019-01-17 15:00:00,309.887,318.56034769444517
2019-01-17 16:00:00,284.652,306.2072258432401
2019-01-17 17:00:00,265.382,249.06512992782766
2019-01-17 18:00:00,232.572,219.00264636247564
2019-01-17 19:00:00,174.808,187.45161284183826
2019-01-17 20:00:00,157.979,141.64596585183145
2019-01-17 21:00:00,125.143,118.73661569715168
2019-01-17 22:00:00,115.932,111.12260744552735
2019-01-17 23:00:00,102.316,110.75543785798911
2019-01-18 00:00:00,105.133,102.32184129348653
2019-01-18 01:00:00,108.978,106.90187292290557
2019-01-18 02:00:00,104.535,107.44750558615
2019-01-18 03:00:00,109.848,103.92178180450549
2019-01-18 04:00:00,102.124,108.86146229771272
2019-01-18 05:00:00,104.071,100.88483272154166
2019-01-18 06:00:00,112.731,107.57407959176811
2019-01-18 07:00:00,152.41,206.24122030605054
2019-01-18 08:00:00,202.649,193.55937570229509
2019-01-18 09:00:00,240.12,238.33783308734616
2019-01-18 10:00:00,268.862,271.77251442831465
2019-01-18 11:00:00,342.639,288.5522320722949
2019-01-18 12:00:00,288.543,346.87626966725105
2019-01-18 13:00:00,298.233,289.22042851181317
2019-01-18 14:00:00,297.532,302.79195258688657
2019-01-18 15:00:00,295.374,301.5557755256366
2019-01-18 16:00:00,273.328,286.4537069970467
2019-01-18 17:00:00,253.069,236.73404383977416
2019-01-18 18:00:00,221.797,210.95989706125735
2019-01-18 19:00:00,160.356,178.94806258831287
2019-01-18 20:00:00,142.911,134.18309475623926
2019-01-18 21:00:00,117.48,116.23404121754179
2019-01-18 22:00:00,109.641,109.25149462910345
2019-01-18 23:00:00,105.363,108.65643310823818
2019-01-19 00:00:00,106.896,104.32673183765085
2019-01-19 01:00:00,102.281,103.85057253976348
2019-01-19 02:00:00,102.128,101.2353201525056
2019-01-19 03:00:00,103.738,100.96791240046304
2019-01-19 04:00:00,99.617,103.69186800025804
2019-01-19 05:00:00,103.055,99.76148653318093
2019-01-19 06:00:00,99.943,102.44937660437621
2019-01-19 07:00:00,110.523,123.97863285232869
2019-01-19 08:00:00,118.979,127.05213975203705
2019-01-19 09:00:00,118.4,173.89352753671548
2019-01-19 10:00:00,117.496,158.13835085485525
2019-01-19 11:00:00,127.516,122.12044730168505
2019-01-19 12:00:00,120.666,124.34793450919022
2019-01-19 13:00:00,119.462,117.8197637775881
2019-01-19 14:00:00,122.667,118.69366051940338
2019-01-19 15:00:00,123.043,119.91446996434028
2019-01-19 16:00:00,123.702,129.090173488927
2019-01-19 17:00:00,121.935,122.44937024247415
2019-01-19 18:00:00,121.187,119.34400956839872
2019-01-19 19:00:00,115.851,118.79432791491459
2019-01-19 20:00:00,114.567,112.84173023598188
2019-01-19 21:00:00,105.612,104.87385509231031
2019-01-19 22:00:00,102.212,103.67607749456967
2019-01-19 23:00:00,101.173,100.29166996546539
2019-01-20 00:00:00,98.475,100.66076265891039
2019-01-20 01:00:00,100.307,98.6475916306411
2019-01-20 02:00:00,97.647,101.0686974799754
2019-01-20 03:00:00,96.439,97.67392581203877
2019-01-20 04:00:00,99.582,97.0196070345715
2019-01-20 05:00:00,98.306,99.13213555906253
2019-01-20 06:00:00,99.249,99.25418668307844
2019-01-20 07:00:00,98.774,98.80212463018023
2019-01-20 08:00:00,104.93,99.3626801383628
2019-01-20 09:00:00,100.514,105.18110579087963
2019-01-20 10:00:00,103.27,101.87503025865192
2019-01-20 11:00:00,108.403,103.20929554335045
2019-01-20 12:00:00,110.688,107.3951339141167
2019-01-20 13:00:00,108.276,109.45638397427192
2019-01-20 14:00:00,107.13,107.2737942454876
2019-01-20 15:00:00,107.962,107.66784809550622
2019-01-20 16:00:00,103.627,107.57542368172518
2019-01-20 17:00:00,104.083,103.21699458714237
2019-01-20 18:00:00,103.876,102.82297585839895
2019-01-20 19:00:00,108.825,102.42662988785386
2019-01-20 20:00:00,104.09,107.21656352257315
2019-01-20 21:00:00,100.522,100.62637742186669
2019-01-20 22:00:00,103.523,100.3856687290582
2019-01-20 23:00:00,105.191,100.09083468380123
2019-01-21 00:00:00,99.985,104.75613260141319
2019-01-21 01:00:00,99.437,100.50078685878971
2019-01-21 02:00:00,102.963,99.49501185845033
2019-01-21 03:00:00,100.131,101.28697905912159
2019-01-21 04:00:00,99.425,103.11771858905745
2019-01-21 05:00:00,103.151,100.11323193817036
2019-01-21 06:00:00,104.685,109.26024837302668
2019-01-21 07:00:00,149.454,144.6766862962756
2019-01-21 08:00:00,189.049,208.20875083410738
2019-01-21 09:00:00,239.108,232.01983154711965
2019-01-21 10:00:00,264.473,275.76058982903845
2019-01-21 11:00:00,340.772,274.81063363144085
2019-01-21 12:00:00,297.724,345.48664160522594
2019-01-21 13:00:00,297.616,306.7692234166597
2019-01-21 14:00:00,301.143,315.3300305063808
2019-01-21 15:00:00,304.29,313.87770219686973
2019-01-21 16:00:00,282.383,302.40070594960963
2019-01-21 17:00:00,274.919,257.4747525174811
2019-01-21 18:00:00,224.423,226.5663991496079
2019-01-21 19:00:00,181.313,181.11475132444073
2019-01-21 20:00:00,150.324,145.43431778175093
2019-01-21 21:00:00,122.816,120.21233509449121
2019-01-21 22:00:00,108.629,110.93817573894539
2019-01-21 23:00:00,105.984,114.08033022162904
2019-01-22 00:00:00,109.741,104.1723678788587
2019-01-22 01:00:00,105.099,108.17377426656002
2019-01-22 02:00:00,107.678,105.07669924199689
2019-01-22 03:00:00,101.618,105.97735217738223
2019-01-22 04:00:00,105.114,102.75191957854518
2019-01-22 05:00:00,103.611,105.11697967821549
2019-01-22 06:00:00,108.863,110.3490695119471
2019-01-22 07:00:00,158.692,150.36936634423034
2019-01-22 08:00:00,205.697,214.41528240260774
2019-01-22 09:00:00,237.092,248.87989346003403
2019-01-22 10:00:00,273.217,274.2636386613069
2019-01-22 11:00:00,336.969,285.6413657179261
2019-01-22 12:00:00,290.801,336.7385194094105
2019-01-22 13:00:00,319.961,289.37797986908697
2019-01-22 14:00:00,302.619,325.4136366120853
2019-01-22 15:00:00,313.279,313.6969816328912
2019-01-22 16:00:00,285.557,298.3105688566738
2019-01-22 17:00:00,283.333,258.32774424796867
2019-01-22 18:00:00,225.734,229.59695009562768
2019-01-22 19:00:00,178.327,188.66260328755
2019-01-22 20:00:00,150.044,144.01166178973685
2019-01-22 21:00:00,122.257,118.98471552423094
2019-01-22 22:00:00,115.479,109.06142685156097
2019-01-22 23:00:00,114.854,110.42572735638656
2019-01-23 00:00:00,114.191,112.58985734615644
2019-01-23 01:00:00,109.626,111.70779553867109
2019-01-23 02:00:00,110.573,107.82051210910917
2019-01-23 03:00:00,106.13,107.1855338038904
2019-01-23 04:00:00,104.999,105.31401630810484
2019-01-23 05:00:00,106.555,105.19894302219551
2019-01-23 06:00:00,109.411,109.94802342319785
2019-01-23 07:00:00,158.8,151.6726001949317
2019-01-23 08:00:00,197.39,229.60973183127152
2019-01-23 09:00:00,230.414,256.84658060180584
2019-01-23 10:00:00,266.593,259.3048081057573
2019-01-23 11:00:00,353.008,275.57629916088695
2019-01-23 12:00:00,299.878,354.98478365130444
2019-01-23 13:00:00,306.119,310.6963945620692
2019-01-23 14:00:00,306.061,311.54800854331563
2019-01-23 15:00:00,283.855,310.26141047764895
2019-01-23 16:00:00,262.652,278.7738359488123
2019-01-23 17:00:00,259.766,244.7015433836529
2019-01-23 18:00:00,234.623,222.99753573732588
2019-01-23 19:00:00,193.196,185.60127043889736
2019-01-23 20:00:00,156.147,157.01136981218357
2019-01-23 21:00:00,129.44,117.53824252898258
2019-01-23 22:00:00,118.067,110.15785355632373
2019-01-23 23:00:00,117.519,110.75220129651132
2019-01-24 00:00:00,113.685,112.73964034046507
2019-01-24 01:00:00,116.794,110.68942335513253
2019-01-24 02:00:00,113.505,111.35421042902843
2019-01-24 03:00:00,111.301,110.86311691094278
2019-01-24 04:00:00,107.437,109.65916706969738
2019-01-24 05:00:00,106.279,108.94843552704178
2019-01-24 06:00:00,110.699,108.86004771809476
2019-01-24 07:00:00,159.022,163.1924752418062
2019-01-24 08:00:00,193.683,227.91259959837183
2019-01-24 09:00:00,226.838,241.98030107412058
2019-01-24 10:00:00,259.118,270.51083680138015
2019-01-24 11:00:00,331.806,272.22828982328946
2019-01-24 12:00:00,289.467,327.4950757244512
2019-01-24 13:00:00,269.744,292.7343256489378
2019-01-24 14:00:00,298.578,274.257946077038
2019-01-24 15:00:00,282.67,314.7163203913457
2019-01-24 16:00:00,259.406,272.42206280600493
2019-01-24 17:00:00,253.985,245.0664508430527
2019-01-24 18:00:00,218.059,215.00097243879296
2019-01-24 19:00:00,179.005,179.75343942767253
2019-01-24 20:00:00,150.796,143.72759289482931
2019-01-24 21:00:00,121.662,118.62120404444777
2019-01-24 22:00:00,115.932,108.18822306860713
2019-01-24 23:00:00,108.276,110.35045043140113
2019-01-25 00:00:00,109.38,106.88506224254915
2019-01-25 01:00:00,102.492,107.53997024211309
2019-01-25 02:00:00,103.895,102.98967182604358
2019-01-25 03:00:00,107.713,103.99126998160565
2019-01-25 04:00:00,104.895,106.25207051932018
2019-01-25 05:00:00,106.214,103.16949478785267
2019-01-25 06:00:00,114.149,108.82493394891878
2019-01-25 07:00:00,152.977,173.44344576140065
2019-01-25 08:00:00,192.859,217.40736598073113
2019-01-25 09:00:00,212.788,234.86004144099672
2019-01-25 10:00:00,244.095,263.95840942872195
2019-01-25 11:00:00,317.573,261.42980672880674
2019-01-25 12:00:00,286.17,331.062954801577
2019-01-25 13:00:00,248.047,291.4601986061395
2019-01-25 14:00:00,285.683,258.5086770258837
2019-01-25 15:00:00,271.017,298.1453165595978
2019-01-25 16:00:00,258.877,260.0749099404178
2019-01-25 17:00:00,230.061,240.368573940409
2019-01-25 18:00:00,210.473,201.4819654501914
