date,Power_kW,NN_pred
2019-01-19 09:00:00,118.4,132.43006707066377
2019-01-19 10:00:00,117.496,131.49907278726408
2019-01-19 11:00:00,127.516,125.22112592478668
2019-01-19 12:00:00,120.666,132.88814065098725
2019-01-19 13:00:00,119.462,127.45036960297617
2019-01-19 14:00:00,122.667,126.62734744954328
2019-01-19 15:00:00,123.043,111.6903434431752
2019-01-19 16:00:00,123.702,113.08727130385287
2019-01-19 17:00:00,121.935,114.70878067999783
2019-01-19 18:00:00,121.187,114.9246399098738
2019-01-19 19:00:00,115.851,115.71253116909399
2019-01-19 20:00:00,114.567,103.94024776431249
2019-01-19 21:00:00,105.612,104.36261435144615
2019-01-19 22:00:00,102.212,100.52159035890858
2019-01-19 23:00:00,101.173,99.79571435161013
2019-01-20 00:00:00,98.475,91.73739940609623
2019-01-20 01:00:00,100.307,92.3395246860661
2019-01-20 02:00:00,97.647,97.32787644344563
2019-01-20 03:00:00,96.439,95.8371829676126
2019-01-20 04:00:00,99.582,90.25564120536018
2019-01-20 05:00:00,98.306,95.49781007401513
2019-01-20 06:00:00,99.249,100.39539285666143
2019-01-20 07:00:00,98.774,112.64214438556454
2019-01-20 08:00:00,104.93,104.25834459616046
2019-01-20 09:00:00,100.514,105.62702577431176
2019-01-20 10:00:00,103.27,101.56627411727278
2019-01-20 11:00:00,108.403,104.86848583016132
2019-01-20 12:00:00,110.688,110.2222771599499
2019-01-20 13:00:00,108.276,113.48226891674088
2019-01-20 14:00:00,107.13,112.13996297521848
2019-01-20 15:00:00,107.962,102.72094963576102
2019-01-20 16:00:00,103.627,104.32905996890081
2019-01-20 17:00:00,104.083,103.04857211723075
2019-01-20 18:00:00,103.876,104.44490784239136
2019-01-20 19:00:00,108.825,105.49735386827626
2019-01-20 20:00:00,104.09,99.53882010808215
2019-01-20 21:00:00,100.522,98.00901176524278
2019-01-20 22:00:00,103.523,96.85381038864882
2019-01-20 23:00:00,105.191,99.79471153878215
2019-01-21 00:00:00,99.985,94.61214853899689
2019-01-21 01:00:00,99.437,96.92340751306703
2019-01-21 02:00:00,102.963,101.87150436795557
2019-01-21 03:00:00,100.131,108.3642128900771
2019-01-21 04:00:00,99.425,106.91434367572217
2019-01-21 05:00:00,103.151,107.79263166862636
2019-01-21 06:00:00,104.685,105.57617054725262
2019-01-21 07:00:00,149.454,167.21824809818426
2019-01-21 08:00:00,189.049,207.72822625788274
2019-01-21 09:00:00,239.108,238.03090370521886
2019-01-21 10:00:00,264.473,277.9021899800912
2019-01-21 11:00:00,340.772,294.34419552217935
2019-01-21 12:00:00,297.724,358.2331274368045
2019-01-21 13:00:00,297.616,312.08577983983645
2019-01-21 14:00:00,301.143,304.84236365019467
2019-01-21 15:00:00,304.29,263.4769892314476
2019-01-21 16:00:00,282.383,258.1909261368274
2019-01-21 17:00:00,274.919,229.7864965265069
2019-01-21 18:00:00,224.423,214.6928745397954
2019-01-21 19:00:00,181.313,178.48575479276624
2019-01-21 20:00:00,150.324,135.89079310110165
2019-01-21 21:00:00,122.816,122.09666465978435
2019-01-21 22:00:00,108.629,110.7116672562098
2019-01-21 23:00:00,105.984,103.38735032509925
2019-01-22 00:00:00,109.741,101.06356647304432
2019-01-22 01:00:00,105.099,106.95679624743637
2019-01-22 02:00:00,107.678,108.9982829811323
2019-01-22 03:00:00,101.618,114.67047136465652
2019-01-22 04:00:00,105.114,110.13549296571153
2019-01-22 05:00:00,103.611,109.93328726438936
2019-01-22 06:00:00,108.863,103.87438688576741
2019-01-22 07:00:00,158.692,170.30232460003592
2019-01-22 08:00:00,205.697,214.42149416518535
2019-01-22 09:00:00,237.092,250.98875678461263
2019-01-22 10:00:00,273.217,273.0909244049267
2019-01-22 11:00:00,336.969,299.3720181566089
2019-01-22 12:00:00,290.801,350.64330257184383
2019-01-22 13:00:00,319.961,300.81505768604086
2019-01-22 14:00:00,302.619,320.9995667407684
2019-01-22 15:00:00,313.279,260.804032349432
2019-01-22 16:00:00,285.557,263.4383212462826
2019-01-22 17:00:00,283.333,230.2814508242935
2019-01-22 18:00:00,225.734,220.77808489276185
2019-01-22 19:00:00,178.327,180.3376921224534
2019-01-22 20:00:00,150.044,133.91179193032514
2019-01-22 21:00:00,122.257,123.19885470386795
2019-01-22 22:00:00,115.479,110.40261111786806
2019-01-22 23:00:00,114.854,107.78805470810899
2019-01-23 00:00:00,114.191,105.52874447916221
2019-01-23 01:00:00,109.626,110.49716008182982
2019-01-23 02:00:00,110.573,113.25392103891788
2019-01-23 03:00:00,106.13,117.87592346369895
2019-01-23 04:00:00,104.999,113.5866908816833
2019-01-23 05:00:00,106.555,108.27755049086696
2019-01-23 06:00:00,109.411,105.72471428025032
2019-01-23 07:00:00,158.8,165.08771144505107
2019-01-23 08:00:00,197.39,212.19241535502277
2019-01-23 09:00:00,230.414,241.3430712480939
2019-01-23 10:00:00,266.593,265.2623971642037
2019-01-23 11:00:00,353.008,291.5356794538246
2019-01-23 12:00:00,299.878,360.3662294719639
2019-01-23 13:00:00,306.119,308.6010805019927
2019-01-23 14:00:00,306.061,306.79193242719
2019-01-23 15:00:00,283.855,262.56236249313173
2019-01-23 16:00:00,262.652,234.2894532118663
2019-01-23 17:00:00,259.766,206.68575208967619
2019-01-23 18:00:00,234.623,196.23514881213023
2019-01-23 19:00:00,193.196,185.3615713349741
2019-01-23 20:00:00,156.147,145.81971423568635
2019-01-23 21:00:00,129.44,126.76709348245937
2019-01-23 22:00:00,118.067,114.3915102449868
2019-01-23 23:00:00,117.519,109.17707541965314
2019-01-24 00:00:00,113.685,108.1641770852538
2019-01-24 01:00:00,116.794,110.50385305481346
2019-01-24 02:00:00,113.505,116.37829972624388
2019-01-24 03:00:00,111.301,119.60896901594838
2019-01-24 04:00:00,107.437,117.67550341906585
2019-01-24 05:00:00,106.279,109.27549156184398
2019-01-24 06:00:00,110.699,104.11167489996431
2019-01-24 07:00:00,159.022,161.5348081289116
2019-01-24 08:00:00,193.683,210.0275850917368
2019-01-24 09:00:00,226.838,235.8027188497872
2019-01-24 10:00:00,259.118,259.994822687309
2019-01-24 11:00:00,331.806,282.64038704278687
2019-01-24 12:00:00,289.467,342.14456707159553
2019-01-24 13:00:00,269.744,296.66800913570205
2019-01-24 14:00:00,298.578,270.6948178827109
2019-01-24 15:00:00,282.67,253.22642853192184
2019-01-24 16:00:00,259.406,230.79122341113552
2019-01-24 17:00:00,253.985,201.38512673299712
2019-01-24 18:00:00,218.059,192.62039933930305
2019-01-24 19:00:00,179.005,180.8810931383338
2019-01-24 20:00:00,150.796,135.77362006147095
2019-01-24 21:00:00,121.662,125.0708203441583
2019-01-24 22:00:00,115.932,109.85201749147062
2019-01-24 23:00:00,108.276,107.80717782524212
2019-01-25 00:00:00,109.38,103.23853071048366
2019-01-25 01:00:00,102.492,107.54608926734574
2019-01-25 02:00:00,103.895,104.1254524342997
2019-01-25 03:00:00,107.713,108.69878966479979
2019-01-25 04:00:00,104.895,109.4212516750076
2019-01-25 05:00:00,106.214,102.17201269162317
2019-01-25 06:00:00,114.149,101.09425540854265
2019-01-25 07:00:00,152.977,150.16049092789646
2019-01-25 08:00:00,192.859,199.33045036416314
2019-01-25 09:00:00,212.788,229.84015073455188
2019-01-25 10:00:00,244.095,243.3053876475017
2019-01-25 11:00:00,317.573,266.89468148136285
2019-01-25 12:00:00,286.17,327.48333300369285
2019-01-25 13:00:00,248.047,292.9116487192702
2019-01-25 14:00:00,285.683,251.37710565556907
2019-01-25 15:00:00,271.017,242.72093285210516
2019-01-25 16:00:00,258.877,221.88628448867073
2019-01-25 17:00:00,230.061,202.6003422560215
