date,Power_kW,LR_pred
2019-01-20 02:00:00,97.647,92.72595915718499
2019-01-20 03:00:00,96.439,89.50064695036765
2019-01-20 04:00:00,99.582,87.39183008442899
2019-01-20 05:00:00,98.306,88.8793831353606
2019-01-20 06:00:00,99.249,86.79364141458808
2019-01-20 07:00:00,98.774,133.65107762544005
2019-01-20 08:00:00,104.93,132.38735930899594
2019-01-20 09:00:00,100.514,136.59465250413905
2019-01-20 10:00:00,103.27,132.4122584767431
2019-01-20 11:00:00,108.403,133.6988481182742
2019-01-20 12:00:00,110.688,136.86497276883495
2019-01-20 13:00:00,108.276,137.9454879711371
2019-01-20 14:00:00,107.13,135.2578431929315
2019-01-20 15:00:00,107.962,109.59680916797453
2019-01-20 16:00:00,103.627,108.87560677140169
2019-01-20 17:00:00,104.083,104.2103110578152
2019-01-20 18:00:00,103.876,103.19220570650342
2019-01-20 19:00:00,108.825,101.8363389596601
2019-01-20 20:00:00,104.09,81.16168850948094
2019-01-20 21:00:00,100.522,76.35988150244219
2019-01-20 22:00:00,103.523,72.53119236708083
2019-01-20 23:00:00,105.191,74.02082427827204
2019-01-21 00:00:00,99.985,117.49704986859
2019-01-21 01:00:00,99.437,112.32249096861375
2019-01-21 02:00:00,102.963,110.7218264116212
2019-01-21 03:00:00,100.131,112.4852506908255
2019-01-21 04:00:00,99.425,109.0588263103992
2019-01-21 05:00:00,103.151,107.35785251575824
2019-01-21 06:00:00,104.685,109.18897869599529
2019-01-21 07:00:00,149.454,156.67873898756847
2019-01-21 08:00:00,189.049,191.38641087701814
2019-01-21 09:00:00,239.108,222.39584192743436
2019-01-21 10:00:00,264.473,261.62463836413804
2019-01-21 11:00:00,340.772,280.94476285376277
2019-01-21 12:00:00,297.724,340.7986691307255
2019-01-21 13:00:00,297.616,306.36275908349256
2019-01-21 14:00:00,301.143,305.43754011404155
2019-01-21 15:00:00,304.29,283.3750252976222
2019-01-21 16:00:00,282.383,284.39174235891215
2019-01-21 17:00:00,274.919,265.60318779933266
2019-01-21 18:00:00,224.423,258.22201055353645
2019-01-21 19:00:00,181.313,217.1198958484151
2019-01-21 20:00:00,150.324,158.33133906220937
2019-01-21 21:00:00,122.816,132.60980828626668
2019-01-21 22:00:00,108.629,109.55699133188651
2019-01-21 23:00:00,105.984,97.34344834091759
2019-01-22 00:00:00,109.741,114.08325334838837
2019-01-22 01:00:00,105.099,116.25236960126665
2019-01-22 02:00:00,107.678,111.69482629834788
2019-01-22 03:00:00,101.618,112.820640516872
2019-01-22 04:00:00,105.114,107.22227924719945
2019-01-22 05:00:00,103.611,109.0139781923697
2019-01-22 06:00:00,108.863,107.02519343725051
2019-01-22 07:00:00,158.692,157.57307267355404
2019-01-22 08:00:00,205.697,196.11068319407798
2019-01-22 09:00:00,237.092,232.63209706781103
2019-01-22 10:00:00,273.217,256.77689197593713
2019-01-22 11:00:00,336.969,284.5487708373024
2019-01-22 12:00:00,290.801,333.85679581375166
2019-01-22 13:00:00,319.961,296.4707043407572
2019-01-22 14:00:00,302.619,318.9360025576792
2019-01-22 15:00:00,313.279,280.6337993118161
2019-01-22 16:00:00,285.557,288.18550271547065
2019-01-22 17:00:00,283.333,265.1701743220361
2019-01-22 18:00:00,225.734,262.3867791704176
2019-01-22 19:00:00,178.327,215.48773060942884
2019-01-22 20:00:00,150.044,153.23641757264969
2019-01-22 21:00:00,122.257,129.74488774842482
2019-01-22 22:00:00,115.479,106.86410014467421
2019-01-22 23:00:00,114.854,100.53331075630904
2019-01-23 00:00:00,114.191,118.91842898620256
2019-01-23 01:00:00,109.626,117.20280655241457
2019-01-23 02:00:00,110.573,112.4942073839076
2019-01-23 03:00:00,106.13,112.40737632452435
2019-01-23 04:00:00,104.999,107.97267065669638
2019-01-23 05:00:00,106.555,106.03895413857269
2019-01-23 06:00:00,109.411,106.57711753539598
2019-01-23 07:00:00,158.8,155.18831805147164
2019-01-23 08:00:00,197.39,193.31738840866515
2019-01-23 09:00:00,230.414,223.39682286836847
2019-01-23 10:00:00,266.593,249.01879073569182
2019-01-23 11:00:00,353.008,276.7985829909559
2019-01-23 12:00:00,299.878,344.75939145489326
2019-01-23 13:00:00,306.119,301.8165890441937
2019-01-23 14:00:00,306.061,305.6543462700246
2019-01-23 15:00:00,283.855,281.0256402723641
2019-01-23 16:00:00,262.652,262.24652083519265
2019-01-23 17:00:00,259.766,244.10565008345338
2019-01-23 18:00:00,234.623,240.5960028948282
2019-01-23 19:00:00,193.196,219.72164632900765
2019-01-23 20:00:00,156.147,162.39547232246912
2019-01-23 21:00:00,129.44,131.958392665225
2019-01-23 22:00:00,118.067,109.89095409472155
2019-01-23 23:00:00,117.519,99.85734310575518
2019-01-24 00:00:00,113.685,118.46629130448149
2019-01-24 01:00:00,116.794,114.57850195009284
2019-01-24 02:00:00,113.505,116.14155020119335
2019-01-24 03:00:00,111.301,112.48969150203435
2019-01-24 04:00:00,107.437,109.52999821428641
2019-01-24 05:00:00,106.279,105.48331748149991
2019-01-24 06:00:00,110.699,103.6383966700687
2019-01-24 07:00:00,159.022,153.5811156141733
2019-01-24 08:00:00,193.683,191.05356818911199
2019-01-24 09:00:00,226.838,217.71383812594175
2019-01-24 10:00:00,259.118,243.53100214023317
2019-01-24 11:00:00,331.806,268.21055375640935
2019-01-24 12:00:00,289.467,325.07508862772363
2019-01-24 13:00:00,269.744,290.7093923151464
2019-01-24 14:00:00,298.578,273.898251435768
2019-01-24 15:00:00,282.67,272.1699024227505
2019-01-24 16:00:00,259.406,258.3852266866519
2019-01-24 17:00:00,253.985,238.67508104846982
2019-01-24 18:00:00,218.059,233.09920528499865
2019-01-24 19:00:00,179.005,203.58431131147927
2019-01-24 20:00:00,150.796,147.9683782820602
2019-01-24 21:00:00,121.662,124.52663951879786
